timestamp,drug_name,pharmacy_id,quantity_sold,location
2026-01-05T12:55:34.160739,Paxlovid,PH-885,7,Hammondville
2026-01-05T12:55:34.662653,Wegovy,PH-488,29,Christophermouth
2026-01-05T12:55:35.165004,Rinvoq,PH-666,1,Hickmanville
2026-01-05T12:55:39.677601,Paxlovid,PH-563,12,North Joshua
2026-01-05T12:55:40.179638,Wegovy,PH-628,26,South Paulfurt
2026-01-05T12:55:40.681106,Wegovy,PH-731,7,Lake Benjaminfort
2026-01-05T12:55:42.186251,Paxlovid,PH-564,32,Victoriaport
2026-01-05T12:55:42.688426,Mounjaro,PH-912,34,Barbarahaven
2026-01-05T12:55:43.189965,Mounjaro,PH-744,25,Samanthatown
2026-01-05T12:55:43.691419,Skyrizi,PH-483,34,West Jamesville
2026-01-05T12:55:44.193624,Skyrizi,PH-111,11,Samanthaland
2026-01-05T12:55:45.698264,Paxlovid,PH-100,7,Grahamside
2026-01-05T12:55:46.700861,Paxlovid,PH-333,29,Coxland
2026-01-05T12:55:47.202300,Mounjaro,PH-678,49,Torreschester
2026-01-05T12:55:47.703826,Skyrizi,PH-892,32,East Mary
2026-01-05T12:55:48.205665,Paxlovid,PH-480,34,Parsonsland
2026-01-05T12:55:51.214357,Rinvoq,PH-329,28,Lisastad
2026-01-05T12:55:51.716527,Paxlovid,PH-250,32,North Ryanbury
2026-01-05T12:55:52.218119,Paxlovid,PH-268,30,Lake Nicoleport
2026-01-05T12:55:54.725007,Leqembi,PH-612,34,South Kathyfort
2026-01-05T12:55:55.728565,Paxlovid,PH-440,37,Malonehaven
2026-01-05T12:55:56.230781,Rinvoq,PH-679,35,Simshaven
2026-01-05T12:55:56.733079,Paxlovid,PH-727,27,Michellehaven
2026-01-05T12:55:57.235142,Paxlovid,PH-190,17,Lake Cameronstad
2026-01-05T12:55:57.738300,Leqembi,PH-194,41,Bentonchester
2026-01-05T12:55:59.745014,Rinvoq,PH-241,13,Martinside
2026-01-05T12:56:00.748669,Leqembi,PH-265,35,Darlenehaven
2026-01-05T12:56:02.754952,Wegovy,PH-764,50,Cynthiamouth
2026-01-05T12:56:04.259256,Wegovy,PH-292,36,Seanstad
2026-01-05T12:56:04.761797,Rinvoq,PH-399,4,Hicksburgh
2026-01-05T12:56:05.264372,Wegovy,PH-788,7,East Jessica
2026-01-05T12:56:05.766206,Skyrizi,PH-823,39,East Jamie
2026-01-05T12:56:06.269021,Rinvoq,PH-858,46,Lake Chelseaport
2026-01-05T12:56:07.773189,Rinvoq,PH-493,25,Nicholsmouth
2026-01-05T12:56:08.275224,Leqembi,PH-857,37,East Paul
2026-01-05T12:56:11.785208,Rinvoq,PH-449,23,Grantfort
2026-01-05T12:56:13.290551,Leqembi,PH-992,19,Jenniferfurt
2026-01-05T12:56:13.793962,Leqembi,PH-177,14,South Tinaborough
2026-01-05T12:56:14.295680,Leqembi,PH-547,25,New Tara
2026-01-05T12:56:16.301131,Paxlovid,PH-441,16,Turnerside
2026-01-05T12:56:17.805836,Leqembi,PH-675,6,New Keithshire
2026-01-05T12:56:20.314394,Rinvoq,PH-386,32,Port Karen
2026-01-05T12:56:20.816071,Skyrizi,PH-657,6,Port Danielle
2026-01-05T12:56:23.323659,Rinvoq,PH-763,29,South Michael
2026-01-05T12:56:24.829040,Wegovy,PH-517,4,Port Patricia
2026-01-05T12:56:25.832203,Mounjaro,PH-994,16,Wintersfort
2026-01-05T12:56:26.333674,Leqembi,PH-414,37,Abigailshire
2026-01-05T12:56:28.338515,Rinvoq,PH-849,11,Port Jessicaport
2026-01-05T12:56:30.344286,Skyrizi,PH-659,45,South Anthony
2026-01-05T12:56:30.846454,Rinvoq,PH-708,37,Douglasmouth
2026-01-05T12:56:31.849641,Skyrizi,PH-629,29,Hillmouth
2026-01-05T12:56:32.351988,Mounjaro,PH-969,11,Fisherport
2026-01-05T12:56:34.859338,Paxlovid,PH-419,22,Robinsonside
2026-01-05T12:56:35.361392,Rinvoq,PH-660,23,Thomashaven
2026-01-05T12:56:35.862742,Paxlovid,PH-514,48,Jackburgh
2026-01-05T12:56:37.367562,Skyrizi,PH-536,7,North Davidhaven
2026-01-05T12:56:38.371958,Paxlovid,PH-837,15,Davidville
2026-01-05T12:56:38.874065,Skyrizi,PH-302,44,Amandaview
2026-01-05T12:56:39.376529,Leqembi,PH-859,24,West Bobbymouth
2026-01-05T12:56:39.879106,Mounjaro,PH-264,9,Heidimouth
2026-01-05T12:56:40.882847,Rinvoq,PH-370,6,Edwardschester
2026-01-05T12:56:42.387455,Wegovy,PH-812,12,Lake Nicole
2026-01-05T12:56:42.889072,Wegovy,PH-741,20,West Sara
2026-01-05T12:56:43.891946,Rinvoq,PH-709,44,Carlmouth
2026-01-05T12:56:44.895473,Mounjaro,PH-387,43,West Martinfurt
2026-01-05T12:56:45.898694,Mounjaro,PH-130,28,Laurachester
2026-01-05T12:56:46.399881,Skyrizi,PH-842,6,Port Logan
2026-01-05T12:56:47.403490,Rinvoq,PH-135,35,Lake Barbarastad
2026-01-05T12:56:47.905383,Leqembi,PH-609,50,West Conniechester
2026-01-05T12:56:50.412776,Leqembi,PH-705,30,Jenniferton
2026-01-05T12:56:52.418664,Skyrizi,PH-142,43,North Tamarastad
2026-01-05T12:56:52.921248,Skyrizi,PH-577,12,North Kathleen
2026-01-05T12:56:53.924330,Leqembi,PH-211,34,Rickton
2026-01-05T12:56:55.931513,Paxlovid,PH-322,42,East Walter
2026-01-05T12:56:56.934833,Leqembi,PH-335,17,Perezshire
2026-01-05T12:56:57.436683,Rinvoq,PH-927,7,West Emily
2026-01-05T12:56:58.439695,Rinvoq,PH-560,35,East Hollymouth
2026-01-05T12:56:58.941357,Rinvoq,PH-694,9,New Caroline
2026-01-05T12:56:59.443305,Wegovy,PH-350,24,Mariaville
2026-01-05T12:57:01.951424,Wegovy,PH-132,30,Baileyhaven
2026-01-05T12:57:02.453715,Leqembi,PH-300,7,West Sean
2026-01-05T12:57:02.955383,Leqembi,PH-645,5,Port Charlottefurt
2026-01-05T12:57:03.962143,Rinvoq,PH-787,43,Kevinmouth
2026-01-05T12:57:04.464391,Mounjaro,PH-137,13,Hermanmouth
2026-01-05T12:57:04.966108,Rinvoq,PH-912,5,South Denise
2026-01-05T12:57:05.968632,Paxlovid,PH-432,14,East Michael
2026-01-05T12:57:06.470858,Rinvoq,PH-548,43,Nancyberg
2026-01-05T12:57:08.977714,Skyrizi,PH-488,10,Lake Meganfort
2026-01-05T12:57:09.480242,Rinvoq,PH-644,6,North Matthew
2026-01-05T12:57:09.982196,Skyrizi,PH-467,49,New Briana
2026-01-05T12:57:10.483754,Mounjaro,PH-731,8,North Brandonhaven
2026-01-05T12:57:10.985048,Mounjaro,PH-532,3,North Tonyamouth
2026-01-05T12:57:11.988157,Wegovy,PH-491,47,Ryanmouth
2026-01-05T12:57:13.492475,Paxlovid,PH-662,50,Lake Bethton
2026-01-05T12:57:13.994790,Wegovy,PH-905,29,New Larry
2026-01-05T12:57:14.997799,Skyrizi,PH-454,20,Alexandraview
2026-01-05T12:57:15.499422,Wegovy,PH-460,41,West Eric
2026-01-05T12:57:16.503471,Mounjaro,PH-313,44,South Brendanfurt
2026-01-05T12:57:18.007306,Leqembi,PH-238,38,Port Carlashire
2026-01-05T12:57:19.011932,Rinvoq,PH-692,30,North Robert
2026-01-05T12:57:20.516494,Leqembi,PH-369,4,New Christopher
2026-01-05T12:57:21.018680,Wegovy,PH-434,44,East Jonathanburgh
2026-01-05T12:57:22.021227,Skyrizi,PH-528,36,East Ashley
2026-01-05T12:57:22.523429,Wegovy,PH-575,47,Reyesport
2026-01-05T12:57:23.025377,Mounjaro,PH-675,15,Williamsmouth
2026-01-05T12:57:23.527941,Mounjaro,PH-749,26,East Catherineview
2026-01-05T12:57:24.029509,Mounjaro,PH-716,41,Martinville
2026-01-05T12:57:24.531623,Paxlovid,PH-884,40,West Amanda
2026-01-05T12:57:26.036279,Mounjaro,PH-220,22,Port Danielle
2026-01-05T12:57:27.039694,Mounjaro,PH-479,19,West Andrea
2026-01-05T12:57:27.541409,Paxlovid,PH-376,45,Jessicamouth
2026-01-05T12:57:28.042926,Leqembi,PH-846,50,East Ericland
2026-01-05T12:57:28.544479,Wegovy,PH-432,6,Newmanside
2026-01-05T12:57:29.046865,Paxlovid,PH-885,38,Huffmanmouth
2026-01-05T12:57:29.548739,Paxlovid,PH-667,48,Port Latashastad
2026-01-05T12:57:30.050761,Rinvoq,PH-180,10,Rodriguezmouth
2026-01-05T12:57:30.552751,Leqembi,PH-550,20,West Pamela
2026-01-05T12:57:32.057566,Skyrizi,PH-871,34,West Kennethville
2026-01-05T12:57:33.561396,Wegovy,PH-269,32,Lake Erinville
2026-01-05T12:57:36.067989,Wegovy,PH-666,3,Jasonchester
2026-01-05T12:57:36.570807,Leqembi,PH-869,46,Millerville
2026-01-05T12:57:37.072357,Wegovy,PH-182,10,West Jimmybury
2026-01-05T12:57:37.574105,Rinvoq,PH-353,40,Lake Amyfort
2026-01-05T12:57:40.083062,Wegovy,PH-395,29,East Christopherhaven
2026-01-05T12:57:44.094867,Rinvoq,PH-669,11,Patelborough
2026-01-05T12:57:44.597026,Wegovy,PH-215,38,Staceyshire
2026-01-05T12:57:45.600510,Mounjaro,PH-259,20,North Michellemouth
2026-01-05T12:57:46.102937,Leqembi,PH-484,48,North Tylerbury
2026-01-05T12:57:47.106545,Rinvoq,PH-527,13,New Marybury
2026-01-05T12:57:47.608412,Mounjaro,PH-839,29,Lake Kevinhaven
2026-01-05T12:57:48.611578,Leqembi,PH-862,10,Michaelport
2026-01-05T12:57:49.614951,Leqembi,PH-409,34,New Bradley
2026-01-05T12:57:50.116921,Leqembi,PH-999,19,Salazarberg
2026-01-05T12:57:50.619360,Paxlovid,PH-738,33,Jacquelineland
2026-01-05T12:57:51.120643,Paxlovid,PH-336,31,Loriton
2026-01-05T12:57:53.126935,Skyrizi,PH-627,32,Mclaughlinborough
2026-01-05T12:57:54.130633,Mounjaro,PH-555,17,East David
2026-01-05T12:57:55.133959,Wegovy,PH-551,11,Lake Deannafurt
2026-01-05T12:57:55.636353,Mounjaro,PH-752,8,Amandaland
2026-01-05T12:57:56.138935,Leqembi,PH-413,6,Smithbury
2026-01-05T12:57:56.640884,Rinvoq,PH-528,21,Shaneport
2026-01-05T12:57:57.142874,Paxlovid,PH-297,41,Marissamouth
2026-01-05T12:57:58.147199,Wegovy,PH-838,14,Cooperton
2026-01-05T12:57:58.649120,Skyrizi,PH-601,15,Morganshire
2026-01-05T12:57:59.150439,Skyrizi,PH-923,38,Aliciatown
2026-01-05T12:57:59.652763,Mounjaro,PH-783,19,Jessicabury
2026-01-05T12:58:00.154951,Mounjaro,PH-355,16,Port Zachary
2026-01-05T12:58:01.159247,Leqembi,PH-812,39,Davisburgh
2026-01-05T12:58:01.660949,Rinvoq,PH-471,3,Port Michael
2026-01-05T12:58:02.163250,Skyrizi,PH-759,50,New Eric
2026-01-05T12:58:03.165467,Skyrizi,PH-320,8,Coleborough
2026-01-05T12:58:05.672223,Mounjaro,PH-638,34,East Pamela
2026-01-05T12:58:06.173695,Paxlovid,PH-612,25,Lake Robert
2026-01-05T12:58:06.675367,Wegovy,PH-818,50,New Erica
2026-01-05T12:58:07.177635,Paxlovid,PH-110,31,Debbieland
2026-01-05T12:58:08.182021,Paxlovid,PH-219,43,Ortizstad
2026-01-05T12:58:09.184513,Wegovy,PH-782,9,South David
2026-01-05T12:58:10.187376,Leqembi,PH-997,41,West Stephanie
2026-01-05T12:58:11.692491,Leqembi,PH-111,44,West Whitney
2026-01-05T12:58:12.195220,Wegovy,PH-254,11,North Stephanieport
2026-01-05T12:58:13.198622,Rinvoq,PH-520,32,New Tammy
2026-01-05T12:58:13.700553,Leqembi,PH-414,15,East Benjaminchester
2026-01-05T12:58:14.704421,Leqembi,PH-917,47,West Edward
2026-01-05T12:58:15.205953,Rinvoq,PH-906,39,Christopherhaven
2026-01-05T12:58:17.215119,Leqembi,PH-311,19,Port Katherinebury
2026-01-05T12:58:18.720283,Rinvoq,PH-561,31,Jessefurt
2026-01-05T12:58:20.224799,Wegovy,PH-652,12,East Annaville
2026-01-05T12:58:20.726755,Skyrizi,PH-303,6,South James
2026-01-05T12:58:21.228770,Skyrizi,PH-290,49,Lake Lorrainemouth
2026-01-05T12:58:22.734199,Mounjaro,PH-352,44,Allisonside
2026-01-05T12:58:23.737331,Rinvoq,PH-263,26,Martinberg
2026-01-05T12:58:24.238806,Wegovy,PH-760,40,Smithhaven
2026-01-05T12:58:24.740404,Skyrizi,PH-319,33,Coletown
2026-01-05T12:58:26.245154,Mounjaro,PH-449,18,South Kimberly
2026-01-05T12:58:27.750540,Skyrizi,PH-803,17,Castilloshire
2026-01-05T12:58:28.252407,Mounjaro,PH-921,42,Dalestad
2026-01-05T12:58:29.256010,Rinvoq,PH-704,21,Port Jose
2026-01-05T12:58:30.760437,Wegovy,PH-822,20,Susanmouth
2026-01-05T12:58:31.764891,Rinvoq,PH-979,46,North Douglasside
2026-01-05T12:58:33.269502,Skyrizi,PH-661,11,Garrettville
2026-01-05T12:58:33.771320,Mounjaro,PH-349,22,East Elizabeth
2026-01-05T12:58:34.273232,Paxlovid,PH-271,41,West Patrickfurt
2026-01-05T12:58:35.778414,Wegovy,PH-906,18,South Matthew
2026-01-05T12:58:36.281041,Mounjaro,PH-792,14,Garyville
2026-01-05T12:58:38.788845,Skyrizi,PH-977,42,Kimberlybury
2026-01-05T12:58:39.290669,Mounjaro,PH-602,32,Novakstad
2026-01-05T12:58:40.795124,Leqembi,PH-296,43,East Andrew
2026-01-05T12:58:41.297266,Leqembi,PH-978,37,New Derrickview
2026-01-05T12:58:41.798766,Leqembi,PH-667,21,Douglasshire
2026-01-05T12:58:42.300561,Rinvoq,PH-235,48,Port Allen
2026-01-05T12:58:44.306062,Mounjaro,PH-987,19,Devinton
2026-01-05T12:58:45.811154,Leqembi,PH-271,8,Edwardsshire
2026-01-05T12:58:48.318876,Skyrizi,PH-912,23,Port Robert
2026-01-05T12:58:48.820822,Skyrizi,PH-901,23,East Saraview
2026-01-05T12:58:49.824604,Skyrizi,PH-527,44,Jessicamouth
2026-01-05T12:58:50.828257,Paxlovid,PH-177,49,Munozport
2026-01-05T12:58:51.830858,Wegovy,PH-170,3,Port Williamborough
2026-01-05T12:58:52.332422,Paxlovid,PH-278,14,South Staceyhaven
2026-01-05T12:58:56.846123,Leqembi,PH-655,24,Cynthiaborough
2026-01-05T12:58:57.348066,Wegovy,PH-989,43,South Laura
2026-01-05T12:58:58.853131,Skyrizi,PH-707,37,Lukeburgh
2026-01-05T12:58:59.856940,Paxlovid,PH-688,16,Lake Kimberlystad
2026-01-05T12:59:02.364401,Skyrizi,PH-183,13,Carriefurt
2026-01-05T12:59:02.866086,Mounjaro,PH-611,40,Gonzalezbury
2026-01-05T12:59:03.367549,Paxlovid,PH-521,28,Port John
2026-01-05T12:59:04.371330,Skyrizi,PH-829,40,Spencertown
2026-01-05T12:59:05.374541,Paxlovid,PH-875,32,Lake Markmouth
2026-01-05T12:59:08.088476,Mounjaro,PH-595,19,Billyborough
2026-01-05T12:59:10.093794,Skyrizi,PH-134,37,Coopershire
2026-01-05T12:59:11.598494,Leqembi,PH-986,38,Amyfort
2026-01-05T12:59:12.100479,Mounjaro,PH-524,34,North Kennethton
2026-01-05T12:59:12.603636,Paxlovid,PH-164,47,Lake Donnaburgh
2026-01-05T12:59:13.105055,Wegovy,PH-419,31,Rodriguezville
2026-01-05T12:59:13.607847,Rinvoq,PH-986,20,Port Mackenziemouth
2026-01-05T12:59:14.110543,Wegovy,PH-673,25,New Eric
2026-01-05T12:59:15.115204,Rinvoq,PH-235,19,Catherineview
2026-01-05T12:59:16.117779,Paxlovid,PH-160,15,West Aaronville
2026-01-05T12:59:17.121527,Paxlovid,PH-739,15,East Jennifer
2026-01-05T12:59:18.125829,Wegovy,PH-222,2,Gloverhaven
2026-01-05T12:59:18.627551,Skyrizi,PH-352,14,Debraside
2026-01-05T12:59:19.630297,Wegovy,PH-544,42,Leontown
2026-01-05T12:59:22.640238,Paxlovid,PH-293,39,South Ashleyshire
2026-01-05T12:59:23.645528,Paxlovid,PH-611,5,Leonmouth
2026-01-05T12:59:26.655419,Leqembi,PH-169,39,Alexandriaberg
2026-01-05T12:59:28.161128,Wegovy,PH-149,23,New Barryport
2026-01-05T12:59:29.165039,Paxlovid,PH-930,8,Nashshire
2026-01-05T12:59:29.666913,Wegovy,PH-742,16,North Jodyshire
2026-01-05T12:59:31.171004,Paxlovid,PH-778,49,South Matthew
2026-01-05T12:59:32.173588,Leqembi,PH-652,26,East Laura
2026-01-05T12:59:32.675611,Wegovy,PH-211,21,Mayside
2026-01-05T12:59:33.177363,Leqembi,PH-860,17,New Walter
2026-01-05T12:59:34.182310,Skyrizi,PH-325,14,East Lori
2026-01-05T12:59:34.684065,Paxlovid,PH-460,13,Hortonborough
2026-01-05T12:59:35.185716,Skyrizi,PH-163,45,Hammondmouth
2026-01-05T12:59:38.696417,Mounjaro,PH-164,44,New John
2026-01-05T12:59:40.702748,Paxlovid,PH-291,42,Port Sara
2026-01-05T12:59:42.708435,Wegovy,PH-218,45,East Janet
2026-01-05T12:59:43.210569,Mounjaro,PH-896,48,Kaitlinmouth
2026-01-05T12:59:43.713335,Mounjaro,PH-620,25,Jefferyfort
2026-01-05T12:59:44.215389,Leqembi,PH-806,48,Mcknightbury
2026-01-05T12:59:45.720027,Wegovy,PH-147,27,East Melaniefurt
2026-01-05T12:59:47.725946,Skyrizi,PH-632,24,Kimberlymouth
2026-01-05T12:59:50.233010,Paxlovid,PH-181,19,Mooreville
2026-01-05T12:59:50.734418,Rinvoq,PH-150,8,Lake Lisabury
2026-01-05T12:59:51.236388,Wegovy,PH-394,10,Bryceton
2026-01-05T12:59:51.738873,Wegovy,PH-767,16,Andradefort
2026-01-05T12:59:52.240476,Leqembi,PH-454,44,Karenside
2026-01-05T12:59:52.742207,Leqembi,PH-176,11,Roberttown
2026-01-05T12:59:53.244890,Paxlovid,PH-836,13,West Ethanborough
2026-01-05T12:59:54.248773,Paxlovid,PH-182,48,Michaelmouth
2026-01-05T12:59:54.750898,Mounjaro,PH-843,17,South Collin
2026-01-05T12:59:56.254435,Rinvoq,PH-269,50,East Marc
2026-01-05T12:59:56.756768,Skyrizi,PH-628,1,East Jessicachester
2026-01-05T12:59:57.258620,Leqembi,PH-563,1,Lyonsborough
2026-01-05T12:59:57.760443,Paxlovid,PH-244,36,Anthonyburgh
2026-01-05T12:59:58.262565,Skyrizi,PH-270,43,Rojasfurt
2026-01-05T12:59:59.266619,Wegovy,PH-613,29,Susanburgh
2026-01-05T13:00:00.771278,Mounjaro,PH-734,38,Sotofurt
2026-01-05T13:00:01.273681,Wegovy,PH-418,6,Lindaside
2026-01-05T13:00:02.779087,Leqembi,PH-997,12,Port Brittanyberg
2026-01-05T13:00:03.280895,Leqembi,PH-656,22,Stephenfurt
2026-01-05T13:00:04.284206,Wegovy,PH-542,47,North Derrickshire
2026-01-05T13:00:06.292671,Paxlovid,PH-697,10,Michaelborough
2026-01-05T13:00:07.296264,Leqembi,PH-657,36,Jamesfurt
2026-01-05T13:00:08.802634,Mounjaro,PH-685,19,Chanview
2026-01-05T13:00:10.308768,Paxlovid,PH-655,8,North Louis
2026-01-05T13:00:12.315923,Mounjaro,PH-540,14,Huntermouth
2026-01-05T13:00:12.817680,Rinvoq,PH-981,39,East Jacob
2026-01-05T13:00:14.322682,Leqembi,PH-111,20,West Tina
2026-01-05T13:00:14.824151,Rinvoq,PH-109,49,Heatherborough
2026-01-05T13:00:15.827847,Skyrizi,PH-237,37,Ewingchester
2026-01-05T13:00:16.831031,Leqembi,PH-287,18,Stephanieport
2026-01-05T13:00:17.834013,Paxlovid,PH-696,46,Smithside
2026-01-05T13:00:19.338631,Mounjaro,PH-621,43,Simmonsshire
2026-01-05T13:00:19.840618,Leqembi,PH-781,16,Port Williammouth
2026-01-05T13:00:20.342873,Rinvoq,PH-996,25,West Crystalton
2026-01-05T13:00:21.347462,Paxlovid,PH-894,27,New Robert
2026-01-05T13:00:22.350496,Mounjaro,PH-712,18,Chadchester
2026-01-05T13:00:23.354201,Rinvoq,PH-394,47,East Susan
2026-01-05T13:00:24.357150,Rinvoq,PH-647,50,Westbury
2026-01-05T13:00:26.362928,Mounjaro,PH-953,8,East Rachel
2026-01-05T13:00:26.864974,Rinvoq,PH-733,2,Deniseton
2026-01-05T13:00:28.871051,Paxlovid,PH-463,26,South Sandratown
2026-01-05T13:00:30.376353,Mounjaro,PH-676,48,East Brandontown
2026-01-05T13:00:31.882021,Wegovy,PH-473,23,West Samuel
2026-01-05T13:00:32.383755,Rinvoq,PH-420,31,New Melanie
2026-01-05T13:00:32.885771,Leqembi,PH-694,1,Lake Christopher
2026-01-05T13:00:33.387517,Leqembi,PH-514,11,Cunninghamhaven
2026-01-05T13:00:34.892623,Wegovy,PH-350,43,Riverafurt
2026-01-05T13:00:37.400341,Paxlovid,PH-837,39,North Alexandria
2026-01-05T13:00:39.406707,Rinvoq,PH-752,24,North Rebecca
2026-01-05T13:00:39.908735,Wegovy,PH-846,22,Port Ericshire
2026-01-05T13:00:40.410213,Paxlovid,PH-896,34,North Jennifer
2026-01-05T13:00:40.912326,Mounjaro,PH-238,16,Colonchester
2026-01-05T13:00:41.414878,Rinvoq,PH-831,17,Jamesborough
2026-01-05T13:00:43.930358,Skyrizi,PH-499,49,West Meganfort
2026-01-05T13:00:45.935953,Mounjaro,PH-656,7,Mccormickland
2026-01-05T13:00:46.939950,Wegovy,PH-862,20,Escobarfort
2026-01-05T13:00:48.947244,Skyrizi,PH-456,45,Juliatown
2026-01-05T13:00:51.454930,Wegovy,PH-412,39,Lisachester
2026-01-05T13:00:51.956854,Wegovy,PH-275,29,South Shelby
2026-01-05T13:00:55.469963,Skyrizi,PH-171,22,Bautistaview
2026-01-05T13:00:56.973932,Wegovy,PH-755,25,Melanieberg
2026-01-05T13:00:57.475268,Leqembi,PH-457,50,Emilyton
2026-01-05T13:00:58.479150,Paxlovid,PH-512,46,Lake Catherine
2026-01-05T13:00:58.981578,Mounjaro,PH-606,10,North Jamesmouth
2026-01-05T13:01:01.488367,Skyrizi,PH-369,31,South Kathleenbury
2026-01-05T13:01:01.990477,Paxlovid,PH-979,27,New Scottberg
2026-01-05T13:01:02.492939,Wegovy,PH-661,13,Lake Sarachester
2026-01-05T13:01:03.997889,Skyrizi,PH-899,24,North Christopherborough
2026-01-05T13:01:05.001829,Skyrizi,PH-405,50,New Richardton
2026-01-05T13:01:06.005609,Wegovy,PH-162,49,Davidberg
2026-01-05T13:01:07.601578,Mounjaro,PH-920,23,Brownton
2026-01-05T13:01:08.013276,Wegovy,PH-695,23,West Kathleenton
2026-01-05T13:01:08.103242,Rinvoq,PH-690,19,North Sheila
2026-01-05T13:01:08.605309,Skyrizi,PH-477,18,Snyderport
2026-01-05T13:01:09.608127,Paxlovid,PH-212,35,Port Catherine
2026-01-05T13:01:10.019381,Leqembi,PH-569,25,Port Samuel
2026-01-05T13:01:10.110095,Skyrizi,PH-492,27,Port Christine
2026-01-05T13:01:10.521511,Skyrizi,PH-148,15,Aaronside
2026-01-05T13:01:11.113189,Mounjaro,PH-569,30,Lake Stephanie
2026-01-05T13:01:11.525084,Paxlovid,PH-225,46,Meyerhaven
2026-01-05T13:01:11.614710,Skyrizi,PH-323,5,Santiagoberg
2026-01-05T13:01:12.028284,Wegovy,PH-746,8,Johnhaven
2026-01-05T13:01:12.529696,Mounjaro,PH-838,48,Grantville
2026-01-05T13:01:12.618122,Skyrizi,PH-389,6,New Angelaberg
2026-01-05T13:01:13.032083,Leqembi,PH-309,35,Johnsonfurt
2026-01-05T13:01:13.622887,Mounjaro,PH-193,6,South Evanshire
2026-01-05T13:01:14.036249,Skyrizi,PH-800,13,Port Joshua
2026-01-05T13:01:14.625781,Skyrizi,PH-551,27,Murrayview
2026-01-05T13:01:15.039243,Skyrizi,PH-629,10,West Jeremyview
2026-01-05T13:01:15.128548,Mounjaro,PH-580,8,Pughmouth
2026-01-05T13:01:15.635403,Rinvoq,PH-546,31,South Seanchester
2026-01-05T13:01:16.042164,Wegovy,PH-456,38,North Mark
2026-01-05T13:01:16.144225,Mounjaro,PH-886,18,East Anita
2026-01-05T13:01:16.544543,Rinvoq,PH-320,14,North Colleen
2026-01-05T13:01:16.646331,Paxlovid,PH-137,3,New Nicolefurt
2026-01-05T13:01:18.151633,Leqembi,PH-456,29,Amandaburgh
2026-01-05T13:01:18.553000,Rinvoq,PH-334,44,West Robertstad
2026-01-05T13:01:20.056544,Rinvoq,PH-337,27,Port Travis
2026-01-05T13:01:21.162653,Wegovy,PH-962,36,Mariaville
2026-01-05T13:01:21.665501,Leqembi,PH-521,21,West Daniel
2026-01-05T13:01:22.061654,Mounjaro,PH-978,4,Katelynfort
2026-01-05T13:01:22.563244,Wegovy,PH-120,43,Catherineton
2026-01-05T13:01:23.671784,Skyrizi,PH-731,28,Danastad
2026-01-05T13:01:24.067696,Skyrizi,PH-202,10,New Patricia
2026-01-05T13:01:24.173507,Leqembi,PH-210,40,West Sherrifurt
2026-01-05T13:01:24.569540,Leqembi,PH-812,11,Bennettborough
2026-01-05T13:01:25.686859,Leqembi,PH-375,28,Andrewstad
2026-01-05T13:01:26.189462,Rinvoq,PH-393,43,North Lorraineville
2026-01-05T13:01:26.576296,Skyrizi,PH-310,40,Lake Andrea
2026-01-05T13:01:26.691234,Wegovy,PH-878,8,East Carlfort
2026-01-05T13:01:27.193629,Skyrizi,PH-510,49,Lake Daniellemouth
2026-01-05T13:01:27.695709,Skyrizi,PH-306,40,Jeffreyburgh
2026-01-05T13:01:28.197888,Leqembi,PH-280,44,Williamton
2026-01-05T13:01:28.584355,Paxlovid,PH-106,15,Nicoleside
2026-01-05T13:01:30.089614,Rinvoq,PH-798,50,Garyport
2026-01-05T13:01:31.092559,Rinvoq,PH-132,18,Millerton
2026-01-05T13:01:32.207216,Wegovy,PH-359,4,Wardmouth
2026-01-05T13:01:32.596708,Leqembi,PH-930,28,New Robintown
2026-01-05T13:01:33.210607,Leqembi,PH-376,32,South Benjamin
2026-01-05T13:01:33.601147,Mounjaro,PH-854,35,Cardenasborough
2026-01-05T13:01:34.214468,Paxlovid,PH-968,37,Rhodeston
2026-01-05T13:01:34.604261,Paxlovid,PH-769,26,Jonesshire
2026-01-05T13:01:34.716213,Mounjaro,PH-994,12,Duranberg
2026-01-05T13:01:35.106369,Mounjaro,PH-551,21,Tristanville
2026-01-05T13:01:35.218068,Skyrizi,PH-717,21,Hunterburgh
2026-01-05T13:01:35.608042,Rinvoq,PH-632,44,Callahanview
2026-01-05T13:01:35.720534,Skyrizi,PH-540,48,Jacobburgh
2026-01-05T13:01:36.222394,Wegovy,PH-519,42,Longville
2026-01-05T13:01:37.225931,Skyrizi,PH-648,17,Garybury
2026-01-05T13:01:38.116100,Skyrizi,PH-162,29,West Robert
2026-01-05T13:01:38.229523,Wegovy,PH-469,1,Richardsonborough
2026-01-05T13:01:39.120549,Mounjaro,PH-635,29,Ashleyton
2026-01-05T13:01:39.232744,Wegovy,PH-122,30,South Krystalberg
2026-01-05T13:01:39.622194,Paxlovid,PH-229,1,Hernandezborough
2026-01-05T13:01:39.735048,Mounjaro,PH-510,34,Johnsonmouth
2026-01-05T13:01:40.124531,Paxlovid,PH-133,12,Aprilburgh
2026-01-05T13:01:40.237226,Wegovy,PH-333,39,Janetmouth
2026-01-05T13:01:40.626473,Mounjaro,PH-673,19,Josephville
2026-01-05T13:01:40.739356,Rinvoq,PH-927,40,Jamesport
2026-01-05T13:01:41.128953,Leqembi,PH-754,4,Harveyborough
